Section ID,Section Name,Content,Updated Content,AI translation,Effective Date,Status,Version,Date Modified Last,Cover Image
4.4,Collection Fees,"If payment remains overdue for 30 days or more, the Company reserves the right to transfer the account to collections. In such cases, a collection fee of $100 will be added to the outstanding balance. ",,"Nombre de la Sección: Tarifas de Cobro

Contenido: Si el pago permanece atrasado durante 30 días o más, la Compañía se reserva el derecho de transferir la cuenta a cobranza. En tales casos, se añadirá una tarifa de cobranza de $100 al saldo pendiente.","March 1, 2025",Done,1,,
4.5,Additional Costs,"In the event of non-payment, the Client will be responsible for all costs associated with collecting payment. This includes but is not limited to fees incurred by the company due to the Client's non- payment, the Company's time spent at a rate of $100 per hour, shipping costs, system costs, third-party costs, and any legal fees or attorney fees incurred. These costs will be added to the outstanding balance and billed to the Client. ",,"Nombre de la sección: Costos adicionales

Contenido: En caso de no pago, el Cliente será responsable de todos los costos asociados con la cobranza del pago. Esto incluye, pero no se limita a, tarifas incurridas por la empresa debido al no pago del Cliente, el tiempo que la Empresa gaste a una tarifa de $100 por hora, costos de envío, costos del sistema, costos de terceros y cualquier tarifa legal o honorarios de abogados incurridos. Estos costos se agregarán al saldo pendiente y se facturarán al Cliente.","March 1, 2025",Done,1,,
5.0,TERMS,——————————————————————————————-,,"Nombre de la Sección: TÉRMINOS

Contenido: ——————————————————————————————-","March 1, 2025",Done,1,,
5.0,📘 Section 5: Pricing & Payment Terms,——————————————————————————————-,📘 Section 5: Pricing & Payment Terms,"Nombre de la Sección: 📘 Sección 5: Precios y Términos de Pago

Contenido: ——————————————————————————————-","March 1, 2025",Done,1,"April 22, 2025 6:52 AM (EDT)",
5.1,Duration,This Agreement shall commence on the effective date set forth above and shall continue until terminated by either party as provided herein. ,,"Nombre de la Sección: Duración

Contenido: Este Acuerdo comenzará en la fecha efectiva establecida arriba y continuará hasta que sea terminado por cualquiera de las partes como se establece aquí.","March 1, 2025",Done,1,,
6.0,CONFIDENTIALITY,"The Company and the Client acknowledge that during the course of their engagement, they may have access to confidential and proprietary information of the other party. Both parties agree to maintain the confidentiality of such information and to use it solely for the purpose of fulfilling their obligations under this Agreement. Confidential information includes, but is not limited to, any non-public information, trade secrets, financial information, business plans, customer data, and any other information designated as confidential by the disclosing party. The obligation of confidentiality shall survive the termination of this Agreement.
The Company shall take reasonable measures to protect the confidentiality and security of the Client's information, including implementing appropriate technical and organizational measures to prevent unauthorized access, disclosure, alteration, or destruction of data.
Both parties agree not to disclose confidential information to any third party without the prior written consent of the disclosing party, except as required by law or governmental regulation.
The Client acknowledges that the Company may engage subcontractors or third-party service providers to assist in providing the services outlined in this Agreement. The Company shall ensure that such subcontractors or service providers are bound by confidentiality obligations consistent with this section.
Any breach of this confidentiality provision may result in irreparable harm to the disclosing party, for which monetary damages may not be an adequate remedy. In the event of a breach or threatened breach, the disclosing party shall be entitled to seek injunctive relief and any other available remedies."" ","📘 Section 6: Confidentiality & Intellectual Property
🔒 Confidentiality
Both parties agree to maintain the confidentiality of all sensitive or non-public information shared throughout the course of this engagement. This includes, but is not limited to:
• Financial records and tax data
• Business strategies and client lists
• Access credentials, software, and platforms
• Any internal tools, documentation, or communications
Confidential information shall not be disclosed to third parties without written consent, except:
• As required by law or government order
• To authorized Company subcontractors who are bound by confidentiality agreements
This obligation remains in effect during and after the termination of this agreement.
💡 Intellectual Property
Unless otherwise stated in writing:
• All deliverables, tools, templates, automations, and materials created by Qially remain the sole property of the Company
• Pre-existing materials provided by the Client remain the property of the Client
The Client is granted a non-exclusive, non-transferable license to use any work product solely for its intended business purposes. The Client may not copy, resell, distribute, or modify Company materials without written approval.
If any project involves use of the Client’s intellectual property (e.g., logos, branding, internal documents), the Client grants the Company permission to use those materials for the sole purpose of delivering the agreed services.","Nombre de la Sección: CONFIDENCIALIDAD

Contenido: La Empresa y el Cliente reconocen que durante el transcurso de su relación, pueden tener acceso a información confidencial y propietaria de la otra parte. Ambas partes acuerdan mantener la confidencialidad de dicha información y utilizarla únicamente con el propósito de cumplir con sus obligaciones bajo este Acuerdo. La información confidencial incluye, pero no se limita a, cualquier información no pública, secretos comerciales, información financiera, planes de negocio, datos de clientes y cualquier otra información designada como confidencial por la parte que la divulga. La obligación de confidencialidad sobrevivirá a la terminación de este Acuerdo.
La Empresa tomará medidas razonables para proteger la confidencialidad y seguridad de la información del Cliente, incluyendo la implementación de medidas técnicas y organizativas apropiadas para prevenir el acceso no autorizado, la divulgación, la alteración o la destrucción de datos.
Ambas partes acuerdan no divulgar información confidencial a ningún tercero sin el consentimiento previo por escrito de la parte que la divulga, excepto según lo requiera la ley o la regulación gubernamental.
El Cliente reconoce que la Empresa puede contratar a subcontratistas o proveedores de servicios de terceros para ayudar en la prestación de los servicios descritos en este Acuerdo. La Empresa se asegurará de que dichos subcontratistas o proveedores de servicios estén obligados por obligaciones de confidencialidad consistentes con esta sección.
Cualquier violación de esta disposición de confidencialidad puede resultar en daños irreparables a la parte que divulga, para los cuales los daños monetarios pueden no ser un recurso adecuado. En caso de una violación o amenaza de violación, la parte que divulga tendrá derecho a buscar medidas cautelares y cualquier otro recurso disponible.","March 1, 2025",Done,1,"April 22, 2025 6:42 AM (EDT)",
7.0," Limitation of Liability","To the fullest extent allowed by law, the Company’s total liability for any claims, damages, or losses arising from this Agreement shall be limited to the total fees actually paid by the Client for the specific services related to the claim. This limitation excludes third-party or pass-through expenses.
The Company shall not be liable for:
• Lost profits, incidental, indirect, or punitive damages
• Any losses due to inaccurate or incomplete information provided by the Client
• Any delay or failure caused by circumstances outside of the Company’s control",,"Nombre de la Sección: Limitación de Responsabilidad

Contenido: En la máxima medida permitida por la ley, la responsabilidad total de la Compañía por cualquier reclamación, daño o pérdida que surja de este Acuerdo se limitará a los honorarios totales efectivamente pagados por el Cliente por los servicios específicos relacionados con la reclamación. Esta limitación excluye gastos de terceros o gastos pasantes.
La Compañía no será responsable por:
• Pérdidas de ganancias, daños incidentales, indirectos o punitivos
• Cualquier pérdida debido a información inexacta o incompleta proporcionada por el Cliente
• Cualquier retraso o fallo causado por circunstancias fuera del control de la Compañía","March 1, 2025",Done,1,"April 22, 2025 6:56 AM (EDT)",
7.0,OWNERSHIP OF WORK AND IP,"Any work product, deliverables, or intellectual property created or developed by the Company in the course of providing the services under this Agreement shall be owned by the Company, unless otherwise agreed upon in writing. 
The Client acknowledges that the Company may use pre-existing materials, methodologies, and intellectual property in the provision of services. Such pre-existing materials and intellectual property shall remain the exclusive property of the Company. 
The Client retains ownership of any pre-existing intellectual property or materials provided to the Company for the purpose of performing the services under this Agreement. However, the Client grants the Company a non-exclusive, worldwide, royalty-free license to use, reproduce, modify, and distribute such materials solely for the purpose of fulfilling the obligations under this Agreement. 
The Client shall not use, reproduce, modify, or distribute any work product, deliverables, or intellectual property of the Company without the prior written consent of the Company, except as expressly permitted in this Agreement. 
Upon termination of this Agreement, the Company shall have no obligation to provide the Client with any work product or deliverables, except as otherwise agreed upon in writing. 
The Company reserves all rights not expressly granted to the Client under this Agreement, including but not limited to all intellectual property rights. ",,"Nombre de la Sección: PROPIEDAD DEL TRABAJO Y DE LA PI

Contenido: Cualquier producto de trabajo, entregables o propiedad intelectual creada o desarrollada por la Compañía en el curso de la prestación de los servicios bajo este Acuerdo será propiedad de la Compañía, a menos que se acuerde lo contrario por escrito.
El Cliente reconoce que la Compañía puede utilizar materiales, metodologías y propiedad intelectual preexistentes en la prestación de servicios. Dichos materiales preexistentes y propiedad intelectual seguirán siendo propiedad exclusiva de la Compañía.
El Cliente retiene la propiedad de cualquier propiedad intelectual o materiales preexistentes proporcionados a la Compañía con el fin de realizar los servicios bajo este Acuerdo. Sin embargo, el Cliente otorga a la Compañía una licencia no exclusiva, mundial y libre de regalías para usar, reproducir, modificar y distribuir dichos materiales únicamente con el propósito de cumplir con las obligaciones bajo este Acuerdo.
El Cliente no deberá usar, reproducir, modificar o distribuir ningún producto de trabajo, entregables o propiedad intelectual de la Compañía sin el consentimiento previo por escrito de la Compañía, excepto según lo expresamente permitido en este Acuerdo.
Al finalizar este Acuerdo, la Compañía no tendrá ninguna obligación de proporcionar al Cliente ningún producto de trabajo o entregables, excepto según lo acordado de manera diferente por escrito.
La Compañía se reserva todos los derechos no expresamente concedidos al Cliente bajo este Acuerdo, incluidos, entre otros, todos los derechos de propiedad intelectual.","March 1, 2025",Done,1,,
7.1,INDEMNIFICATION,"
 Indemnification
Each party agrees to defend, indemnify, and hold the other harmless from any third-party claims, damages, or legal expenses resulting from:
• A breach of this Agreement
• The violation of any law or regulation
• Willful misconduct or negligence
• Misuse or unauthorized sharing of confidential or proprietary materials
The indemnified party must promptly notify the other of any claim and allow the indemnifying party to take the lead in defense, with reasonable cooperation.

",,"Nombre de la Sección: INDEMNIZACIÓN

Contenido: Indemnización
Cada parte acepta defender, indemnizar y mantener a la otra indemne de cualquier reclamo, daño o gasto legal de terceros que resulte de:
• Un incumplimiento de este Acuerdo
• La violación de cualquier ley o regulación
• Conducta intencional o negligencia
• Uso indebido o divulgación no autorizada de materiales confidenciales o patentados
La parte indemnizada debe notificar de inmediato a la otra sobre cualquier reclamo y permitir que la parte indemnizadora asuma el liderazgo en la defensa, con cooperación razonable.","March 1, 2025",Done,1,"April 22, 2025 6:56 AM (EDT)",
7.3,DISPUTE RESOLUTION,——————————————————————————————-,"📘 Section 7: Legal Protections


⚖️ Dispute Resolution & Arbitration
In the event of any dispute that cannot be resolved through good faith negotiation, the matter shall be submitted to binding arbitration through the Indiana Academy of Mediators & Arbitrators, following their rules in effect at the time.
• Arbitration shall take place in Indianapolis, Indiana
• Each party agrees to bear its own costs unless otherwise determined by the arbitrator
• The final decision of the arbitrator shall be binding and enforceable in court
If legal action becomes necessary, the prevailing party is entitled to recover its legal fees and costs.","Nombre de la sección: RESOLUCIÓN DE DISPUTAS

Contenido: ——————————————————————————————-","March 1, 2025",Done,1,"April 22, 2025 6:56 AM (EDT)",
8.0,Termination,"📘 Section 8: Termination Terms
✍️ Client Termination
The Client Partner may terminate this agreement by:
1. Providing written notice at least 45 days in advance of the desired cancellation date.
2. Completing the Company’s cancellation form or survey, which allows for final reconciliation.
3. Paying any outstanding balances and the minimum amount equal to the full quarter (3 months) of service, regardless of actual usage during the notice period.
Partial months will not be prorated. Any remaining payment plan balance will become due upon cancellation unless otherwise agreed in writing.
⛔ Company Termination
Qially may terminate this agreement immediately if:
• The Client fails to make payment by the 5th of the month or within the agreed schedule.
• The Client materially breaches any part of this agreement and fails to correct it within 30 days of notice.
• There is any abuse, harassment, or unethical behavior, including:
    ◦ Disrespecting staff or violating boundaries (e.g. repeated unauthorized calls or texts)
    ◦ Sharing internal resources or IP without permission
    ◦ Soliciting staff or vendors
    ◦ Attempting to commit fraud, evasion, or illegal acts
In such cases, the Company reserves the right to:
• Suspend services immediately
• Charge all remaining amounts owed in full
• Withhold or retain any work product or access until balances are clearedNote: The Company reserves the right to refuse or terminate service with or without reason, at its sole discretion, when it believes the working relationship has become incompatible or unproductive.","📘 Section 8: Termination Terms
✍️ Client Termination
The Client Partner may terminate this agreement by:
1. Providing written notice at least 45 days in advance of the desired cancellation date.
2. Completing the Company’s cancellation form or survey, which allows for final reconciliation.
3. Paying any outstanding balances and the minimum amount equal to the full quarter (3 months) of service, regardless of actual usage during the notice period.
Partial months will not be prorated. Any remaining payment plan balance will become due upon cancellation unless otherwise agreed in writing.
⛔ Company Termination
Qially may terminate this agreement immediately if:
• The Client fails to make payment by the 5th of the month or within the agreed schedule.
• The Client materially breaches any part of this agreement and fails to correct it within 30 days of notice.
• There is any abuse, harassment, or unethical behavior, including:
    ◦ Disrespecting staff or violating boundaries (e.g. repeated unauthorized calls or texts)
    ◦ Sharing internal resources or IP without permission
    ◦ Soliciting staff or vendors
    ◦ Attempting to commit fraud, evasion, or illegal acts
In such cases, the Company reserves the right to:
• Suspend services immediately
• Charge all remaining amounts owed in full
• Withhold or retain any work product or access until balances are clearedNote: The Company reserves the right to refuse or terminate service with or without reason, at its sole discretion, when it believes the working relationship has become incompatible or unproductive.","Nombre de la Sección: Terminación

Contenido: 📘 Sección 8: Términos de Terminación
✍️ Terminación por parte del Cliente
El Socio Cliente puede terminar este acuerdo al:
1. Proporcionar un aviso por escrito con al menos 45 días de anticipación a la fecha de cancelación deseada.
2. Completar el formulario de cancelación o encuesta de la Compañía, que permite la reconciliación final.
3. Pagar cualquier saldo pendiente y el monto mínimo equivalente a un trimestre completo (3 meses) de servicio, independientemente del uso real durante el período de aviso.
Los meses parciales no serán prorrateados. Cualquier saldo restante del plan de pago vencerá al momento de la cancelación, a menos que se acuerde lo contrario por escrito.
⛔ Terminación por parte de la Compañía
Qially puede terminar este acuerdo de inmediato si:
• El Cliente no realiza el pago antes del día 5 del mes o dentro del cronograma acordado.
• El Cliente incumple materialmente cualquier parte de este acuerdo y no lo corrige dentro de los 30 días posteriores al aviso.
• Hay algún abuso, acoso o comportamiento poco ético, incluyendo:
◦ Falta de respeto hacia el personal o violación de límites (por ejemplo, llamadas o mensajes no autorizados repetidos)
◦ Compartir recursos internos o propiedad intelectual sin permiso
◦ Solicitar al personal o a proveedores
◦ Intentar cometer fraude, evasión o actos ilegales
En tales casos, la Compañía se reserva el derecho de:
• Suspender los servicios de inmediato
• Cobrar todos los montos restantes adeudados en su totalidad
• Retener o conservar cualquier producto de trabajo o acceso hasta que se salden los saldosNota: La Compañía se reserva el derecho de rechazar o terminar el servicio con o sin razón, a su entera discreción, cuando crea que la relación laboral se ha vuelto incompatible o poco productiva.","March 1, 2025",Done,1,"April 22, 2025 6:55 AM (EDT)",
9.1,Non-Disparagement,"The Client agrees not to disparage the Company, its owners, employees, staff, contractors, affiliates, agents, or any other entity related to the Company. Any violation of this non-disparagement agreement by current or former clients shall result in the Client indemnifying the Company with a payment of no less than $2000.00 or the Company's perceived loss due to the violation of this agreement. ",,"Nombre de la Sección: No Desacreditar

Contenido: El Cliente acepta no desacreditar a la Empresa, sus propietarios, empleados, personal, contratistas, afiliados, agentes o cualquier otra entidad relacionada con la Empresa. Cualquier violación de este acuerdo de no desacreditar por parte de clientes actuales o anteriores resultará en que el Cliente indemnice a la Empresa con un pago de no menos de $2000.00 o la pérdida percibida de la Empresa debido a la violación de este acuerdo.","March 1, 2025",Done,1,"March 6, 2025 1:44 PM (EST)",
9.2,Arbitration,"Arbitration: Any dispute arising from or in connection with this Agreement, its agreements, or clauses, shall be settled through friendly negotiation. In the event that no settlement can be reached, the dispute shall be submitted to the Indiana Academy of Mediators & Arbitrators for arbitration in accordance with its rules in effect at the time of applying for arbitration. The arbitral award shall be final and binding upon both parties. ",,"Nombre de la Sección: Arbitraje

Contenido: Arbitraje: Cualquier disputa que surja de o en conexión con este Acuerdo, sus acuerdos o cláusulas, se resolverá mediante negociación amistosa. En caso de que no se pueda llegar a un acuerdo, la disputa se someterá a la Academia de Mediadores y Árbitros de Indiana para arbitraje de acuerdo con sus reglas vigentes en el momento de solicitar el arbitraje. El laudo arbitral será final y vinculante para ambas partes.","March 1, 2025",Done,1,"March 6, 2025 1:44 PM (EST)",
10.0,GOVERNING LAW,"This Agreement shall be governed by and construed in accordance with the laws of the state of Indiana, without regard to its conflict of laws principles. 
Any legal action or proceeding arising out of or in connection with this Agreement shall be brought exclusively in the courts. located in Indianapolis, Indiana, within Marion County. The parties hereby submit to the exclusive jurisdiction of such courts for the purpose of any such action or proceeding. 
The prevailing party in any dispute or litigation arising out of or relating to this Agreement shall be entitled to recover its reasonable attorneys' fees and costs incurred in connection with such dispute or litigation."" ",,"Nombre de la Sección: LEY APLICABLE

Contenido: Este Acuerdo se regirá e interpretará de acuerdo con las leyes del estado de Indiana, sin tener en cuenta sus principios de conflicto de leyes.
Cualquier acción o procedimiento legal que surja de o en conexión con este Acuerdo se llevará a cabo exclusivamente en los tribunales ubicados en Indianápolis, Indiana, dentro del Condado de Marion. Las partes se someten por la presente a la jurisdicción exclusiva de dichos tribunales para el propósito de cualquier acción o procedimiento de este tipo.
La parte prevaleciente en cualquier disputa o litigio que surja de o esté relacionado con este Acuerdo tendrá derecho a recuperar sus honorarios razonables de abogados y costos incurridos en conexión con dicha disputa o litigio.","March 1, 2025",Done,1,,
11.0,PARTNER APPROACH,"Both parties agree to work 
collaboratively and in good faith, treating each other as partners rather than as a customer and vendor. 
The Company agrees to provide all necessary services for 
compliance, 
savings, and 
growth, working diligently to meet the Client Partner's needs and objectives within the scope of this agreement ",,"Nombre de la Sección: ENFOQUE DE SOCIOS

Contenido: Ambas partes acuerdan trabajar colaborativamente y de buena fe, tratándose mutuamente como socios en lugar de como un cliente y un proveedor. La Empresa se compromete a proporcionar todos los servicios necesarios para el cumplimiento, el ahorro y el crecimiento, trabajando diligentemente para satisfacer las necesidades y objetivos del Socio Cliente dentro del alcance de este acuerdo","March 1, 2025",Done,1,,
11.1,Client Partner Responsibilities,——————————————————————————————-,,"Nombre de la Sección: Responsabilidades del Socio del Cliente

Contenido: ——————————————————————————————-","March 1, 2025",Done,1,,
11.1.1,"Timely Provision of Information ","Client Partner Responsibilities: Provide timely and accurate financial information, records, and documents necessary for the provision of services. Collaborate in the preparation of financial statements, tax returns, and other required reports. Respond promptly to inquiries and requests for additional information. ",,"Nombre de la Sección: Provisión Oportuna de Información

Contenido: Responsabilidades del Socio del Cliente: Proporcionar información financiera, registros y documentos oportunos y precisos necesarios para la prestación de servicios. Colaborar en la preparación de estados financieros, declaraciones de impuestos y otros informes requeridos. Responder de manera rápida a consultas y solicitudes de información adicional.","March 1, 2025",Done,1,,
11.1.3,Transparent Communication," Client Partner Responsibilities: Communicate any changes in business operations, financial circumstances, or legal obligations that may impact the services provided by the Company. Maintain transparent and open communication channels, seeking clarification or further guidance whenever necessary. Inform the Company about any relevant information or updates that may affect the overall business relationship. ",,"Nombre de la Sección: Comunicación Transparente

Contenido: Responsabilidades del Socio del Cliente: Comunicar cualquier cambio en las operaciones comerciales, circunstancias financieras u obligaciones legales que puedan afectar los servicios proporcionados por la Empresa. Mantener canales de comunicación transparentes y abiertos, buscando aclaraciones o orientación adicional siempre que sea necesario. Informar a la Empresa sobre cualquier información o actualización relevante que pueda afectar la relación comercial en general.","March 1, 2025",Done,1,,
11.1.4,Implementation of Suggestions,"Client Partner Responsibilities: Review and carefully consider the advice, recommendations, and strategies provided by the Company. Take proactive steps to implement suggested improvements, compliance measures, or cost-saving initiatives. Collaborate with the Company to develop an implementation plan and set realistic timelines for executing recommended actions.",,"Nombre de la Sección: Implementación de Sugerencias

Contenido: Responsabilidades del Socio del Cliente: Revisar y considerar cuidadosamente los consejos, recomendaciones y estrategias proporcionadas por la Empresa. Tomar medidas proactivas para implementar las mejoras sugeridas, medidas de cumplimiento o iniciativas de ahorro de costos. Colaborar con la Empresa para desarrollar un plan de implementación y establecer plazos realistas para ejecutar las acciones recomendadas.","March 1, 2025",Done,1,,
11.1.6,Continued Education,"
Client Partner Responsibilities: Stay informed about relevant tax laws, accounting principles, and industry- specific regulations. Seek out opportunities for professional development and ongoing education in areas related to accounting, bookkeeping, and business management. Stay proactive in enhancing your financial literacy and understanding to make informed decisions for your business. ",,"Nombre de la Sección: Educación Continua

Contenido: Responsabilidades del Socio del Cliente: Mantenerse informado sobre las leyes fiscales relevantes, principios contables y regulaciones específicas de la industria. Buscar oportunidades para el desarrollo profesional y la educación continua en áreas relacionadas con la contabilidad, la teneduría de libros y la gestión empresarial. Mantenerse proactivo en la mejora de su alfabetización financiera y comprensión para tomar decisiones informadas para su negocio.","March 1, 2025",Done,1,,
11.1.7,Mutual Respect,"
Client Partner Responsibilities: Treat the Company's staff with respect and professionalism in all interactions. Value the expertise and knowledge of the Company's team and trust their advice and recommendations. Foster a positive and respectful working relationship based on mutual trust and understanding. ",,"Nombre de la Sección: Respeto Mutuo

Contenido: Responsabilidades del Socio del Cliente: Tratar al personal de la Compañía con respeto y profesionalismo en todas las interacciones. Valorar la experiencia y el conocimiento del equipo de la Compañía y confiar en sus consejos y recomendaciones. Fomentar una relación laboral positiva y respetuosa basada en la confianza y el entendimiento mutuos.","March 1, 2025",Done,1,,
11.2,Company Responsibilities,——————————————————————————————-,,"Nombre de la Sección: Responsabilidades de la Empresa

Contenido: ——————————————————————————————-","March 1, 2025",Done,1,,
11.2.1,Service Delivery,"
Company Responsibilities: 
Provide timely and accurate financial information, records, and documents necessary for the provision of services. Collaborate in the preparation of financial statements, tax returns, and other required reports. Respond promptly to inquiries and requests for additional information ",,"Nombre de la Sección: Entrega de Servicios

Contenido: Responsabilidades de la Empresa: 
Proporcionar información financiera, registros y documentos precisos y oportunos necesarios para la prestación de servicios. Colaborar en la preparación de estados financieros, declaraciones de impuestos y otros informes requeridos. Responder rápidamente a consultas y solicitudes de información adicional.","March 1, 2025",Done,1,,
11.2.2,Compliance and Law," Company Responsibilities: Provide the following services: Review, categorize income and expense transactions monthly, identify and update transactions without category, payees, or undeposited funds and unapplied payments. Capture, organize, and assign receipts. Reconcile balance sheets against statements and organize statements. Enter and pay bills ""Accounts Payable"". Provide guidance and support on client invoicing ""Accounts Receivable"" Track and file sales tax. Manage W9s and file 1099s. File company tax returns. Complete all required business filings. Enter and process payroll from timekeeping system. Provide monthly reports and updates via email. Conduct quarterly business review meetings. Provide HR consulting services, assistance in investigations, disciplinary actions, and compliance auditing. Handle employment verifications. Support contact over email or other computer-provided tool. Text support during normal business hours. Perform up to 4 notarizations yearly. Assist with up to 4 document preparations a year. Provide online Client self- service portal included with all packages. ",,"Nombre de la Sección: Cumplimiento y Ley

Contenido: Responsabilidades de la Empresa: Proveer los siguientes servicios: Revisar, categorizar transacciones de ingresos y gastos mensualmente, identificar y actualizar transacciones sin categoría, beneficiarios, o fondos no depositados y pagos no aplicados. Capturar, organizar y asignar recibos. Conciliar balances contra estados de cuenta y organizar estados de cuenta. Ingresar y pagar facturas ""Cuentas por Pagar"". Proveer orientación y apoyo en la facturación a clientes ""Cuentas por Cobrar"". Rastrear y archivar el impuesto sobre ventas. Administrar W9s y archivar 1099s. Archivar declaraciones de impuestos de la empresa. Completar todos los registros comerciales requeridos. Ingresar y procesar nómina desde el sistema de control de tiempo. Proveer informes y actualizaciones mensuales a través de correo electrónico. Realizar reuniones trimestrales de revisión empresarial. Proveer servicios de consultoría de RRHH, asistencia en investigaciones, acciones disciplinarias y auditoría de cumplimiento. Manejar verificaciones de empleo. Soporte de contacto por correo electrónico u otra herramienta proporcionada por computadora. Soporte por mensajes durante el horario laboral normal. Realizar hasta 4 notarizaciones al año. Asistir con hasta 4 preparaciones de documentos al año. Proveer un portal de autoservicio en línea para clientes incluido en todos los paquetes.","March 1, 2025",Done,1,,
14.0,FORCE MAJORE,"
Neither party shall be liable for any delay or failure in performance of any part of this 
Agreement to the extent that such delay or failure is caused by fire, flood, explosion, war, embargo, government requirement, civil or military authority, act of God, labor stoppage or delay, pandemic, epidemic, or other similar causes beyond its control and without the fault or negligence of the delayed or non-performing party. In such an event, the delayed or non-performing party shall be excused from the performance of its obligations under this Agreement to the extent that such performance is thereby prevented, 
hindered, or delayed, as the case may be, during the period of such force majeure. ",,"Nombre de la Sección: FUERZA MAYOR

Contenido: Ninguna de las partes será responsable por cualquier retraso o fallo en el cumplimiento de cualquier parte de este Acuerdo en la medida en que dicho retraso o fallo sea causado por incendio, inundación, explosión, guerra, embargo, requisito gubernamental, autoridad civil o militar, acto de Dios, paro o retraso laboral, pandemia, epidemia u otras causas similares fuera de su control y sin la culpa o negligencia de la parte retrasada o no cumplidora. En tal caso, la parte retrasada o no cumplidora quedará excusada del cumplimiento de sus obligaciones bajo este Acuerdo en la medida en que dicho cumplimiento se vea prevenido, obstaculizado o retrasado, según sea el caso, durante el período de dicha fuerza mayor.","March 1, 2025",Done,1,,
15.0,ENTIRE AGREEMENT,"This Agreement, including any exhibits or attachments hereto, constitutes the entire agreement between the parties and supersedes all prior oral or written agreements, understandings, or representations relating to the Services. This Agreement, together with any exhibits, attachments, or other documents incorporated herein by reference, constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior oral or written agreements, understandings, or representations between the parties relating to the subject matter hereof. No representation, inducement, promise, understanding, condition, or warranty not set forth herein has been made or relied upon by either party in entering into this Agreement. Neither party shall be bound by or liable for any alleged representation, warranty, promise, or understanding not so set forth. ",,"Nombre de la Sección: ACUERDO COMPLETO

Contenido: Este Acuerdo, incluyendo cualquier exhibición o anexo adjunto, constituye el acuerdo completo entre las partes y reemplaza todos los acuerdos orales o escritos anteriores, entendimientos o representaciones relacionados con los Servicios. Este Acuerdo, junto con cualquier exhibición, anexo u otros documentos incorporados aquí por referencia, constituye el acuerdo completo entre las partes con respecto al objeto de este documento y reemplaza todos los acuerdos orales o escritos anteriores, entendimientos o representaciones entre las partes relacionados con el objeto de este documento. Ninguna representación, inducción, promesa, entendimiento, condición o garantía no establecida aquí ha sido hecha o confiada por cualquiera de las partes al celebrar este Acuerdo. Ninguna de las partes estará obligada por o será responsable de cualquier representación, garantía, promesa o entendimiento supuestamente no establecido.","March 1, 2025",Done,1,,
16.0,ADMENDMENTS & WAIVERS,"This Agreement may be amended or modified only by a written instrument duly executed by both parties hereto. 
Modification of Agreement: Any modification or amendments to this agreement will be binding if evidenced in writing signed by each party. 
Integration: This Agreement 
contains the entire agreement and understanding by and between the Client and the Company, and no representations, promises, agreements, or understandings, written or oral, not herein contained shall be of any force or effect. From time to time, iisiTax may provide additional assistance or value-added services for a discount or free of charge. While we are happy to offer these additional services when possible, it is important to note that they are not included in your service agreement unless expressly stated in writing. 
Any additional services or discounts provided by iisiTax are subject to availability and may be revoked at any time. If you have any questions about the scope of your service agreement or any additional services offered by iisiTax, please contact us for clarification."" ",,"Nombre de la Sección: ENMIENDAS Y RENUNCIAS

Contenido: Este Acuerdo solo puede ser enmendado o modificado por un instrumento escrito debidamente ejecutado por ambas partes. 
Modificación del Acuerdo: Cualquier modificación o enmiendas a este acuerdo serán vinculantes si están evidenciadas por escrito y firmadas por cada parte. 
Integración: Este Acuerdo 
contiene el acuerdo y entendimiento completo entre el Cliente y la Compañía, y ninguna representación, promesa, acuerdo o entendimiento, ya sea escrito u oral, no aquí contenido tendrá fuerza o efecto. De vez en cuando, iisiTax puede proporcionar asistencia adicional o servicios de valor agregado con descuento o de forma gratuita. Si bien estamos felices de ofrecer estos servicios adicionales cuando sea posible, es importante señalar que no están incluidos en su acuerdo de servicio a menos que se indique expresamente por escrito. 
Cualquier servicio adicional o descuento proporcionado por iisiTax está sujeto a disponibilidad y puede ser revocado en cualquier momento. Si tiene alguna pregunta sobre el alcance de su acuerdo de servicio o cualquier servicio adicional ofrecido por iisiTax, comuníquese con nosotros para aclaraciones.","March 1, 2025",Done,1,,
