Task List ID,Parent Task ID,Task ID,Critical Task,Task Name,Custom Status,Work hours,Priority,Tags,Task Description,Phase Name,Start Date,Due Date,Associated Team,Duration,% Completed,Created By,Completion Date,Duration Type,Billable Hours,Forecasted Hours,Billing Type,Task List Name,Schedule Status,Predecessors,Successors,Task Comment,Phase Start Date,Phase End Date,Project Name,Parent Task System ID,Parent Task Name,Task System ID,Owner,Project Group,Non Billable Hours,Total Log Hours,Individual Work,Work Hours Per Owner,Work Hours Unit,Dependency status,Difference,Project ID,Project Status,Task URL,Created Time,Planned Cost,Actual Cost,Budget Balance,Forecasted Cost,Planned Value,Earned Value,Schedule Variance,Cost Variance,Planned Revenue,Actual Revenue,Forecasted Revenue
2350689000000055300,HI2-T22,HI2-T63,Yes,Training: Anti-Harassment and Diversity Training,In Progress,08:00,High,"""Anti-Harassment"",""Diversity Training"",""HR Implementation"",""Mandated Training"",""Training"",""In Progress""","This task involves the development and implementation of anti-harassment and diversity training as part of the HR Implementation Plan. The training is mandated and is to be completed by January 11, 2024. The task is currently in progress and is critical to the associated Diversity and Anti-Harassment Team.",03. Mandated Training & Labor Compliance,"January 11, 2024 9:00 AM (EST)","January 11, 2024 6:00 PM (EST)",Diversity and Anit-Harrassment Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000055671,Develop Training Content for Each Mandated Topic,2350689000000131000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131197,"August 26, 2024 8:42 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T28,Yes,I9s,On Hold,00:00,High,"""I9s"",""I9 Compliance"",""HR Implementation Plan"",""Training"",""Active"",""On Hold""","This task involves the I9 Compliance Training as part of the HR Implementation Plan, which is currently on hold. The training is critical and has a planned start date of January 11, 2024, with a completion date set for December 21, 2024. The task is categorized under Audits and is expected to ensure compliance with mandated training requirements.",03. Mandated Training & Labor Compliance,"October 22, 2024 9:00 AM (EDT)","December 21, 2024 6:00 PM (EST)",I9 Compliance Team,61,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055723,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T78,Yes,BGCK Procedures,In Progress,08:00,High,"""BGCK"",""HR Implementation Plan"",""Training"",""Audits"",""In Progress""","This task involves the mandated training related to Time, Leave, and Wages as part of the HR Implementation Plan. It is currently in progress and critical to the project, with a scheduled start date of January 11, 2024, and a due date of October 23, 2024. The task is independent and has not yet been started, with a completion percentage of 0%.",03. Mandated Training & Labor Compliance,"October 23, 2024 9:00 AM (EDT)","October 23, 2024 6:00 PM (EDT)",Not Associated,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000131600,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131683,"August 26, 2024 9:10 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T36,No,EPA,On Hold,08:00,High,"""EPA"",""HR Implementation Plan"",""Training"",""Compliance"",""Mandated Training"",""QHR FMLA"",""Wage Compliance""","This task involves the implementation of mandated training related to time, leave, and wages as part of the HR Implementation Plan. Currently on hold, it is scheduled to start on October 14, 2024, with a duration of one day. The associated team is the QHR FMLA and Wage Compliance Team, and the task is considered overdue.",03. Mandated Training & Labor Compliance,"October 14, 2024 9:00 AM (EDT)","October 14, 2024 6:00 PM (EDT)",QHR FMLA and Wage Compliance Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Overdue,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055787,"November 8, 2024 4:07 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T34,Yes,ACA,On Hold,08:00,High,"""HR Implementation Plan"",""Training"",""Compliance"",""On Hold"",""Upcoming""","The ACA task is part of the HR Implementation Plan and is currently on hold. It is a critical task related to mandated training focusing on time, leave, and wages, with a scheduled start date of January 11, 2024, and a due date of October 18, 2024. The task is overseen by Cody Rice-Velasquez and is categorized under the Audits project group.",03. Mandated Training & Labor Compliance,"October 18, 2024 9:00 AM (EDT)","October 18, 2024 6:00 PM (EDT)",QHR FMLA and Wage Compliance Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Upcoming,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055771,"November 8, 2024 4:07 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T26,No,FMLA,On Hold,08:00,High,"""FMLA"",""HR Implementation Plan"",""Training"",""Compliance"",""Audits"",""On Hold"",""Active""","The task involves the implementation of FMLA training as part of the HR Implementation Plan. It is currently on hold and is categorized under the QHR FMLA and Wage Compliance Team. The training is critical to ensuring compliance with mandated regulations regarding time, leave, and wages.",03. Mandated Training & Labor Compliance,"August 10, 2024 9:00 AM (EDT)","August 10, 2024 6:00 PM (EDT)",QHR FMLA and Wage Compliance Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Overdue,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055707,"November 8, 2024 4:04 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T62,HI2-T33,Yes,FLSA,On Hold,00:00,High,"""FLSA"", ""QHR"", ""FMLA"", ""Wage Compliance"", ""Training"", ""HR Implementation Plan"", ""Active"", ""Audits""","This task involves the development and implementation of mandated training related to FLSA (Fair Labor Standards Act) compliance. It is currently on hold, with a critical status indicating its importance within the HR Implementation Plan. The task is scheduled to begin on January 11, 2024, and is due by October 10, 2024, with no billable hours logged to date.",03. Mandated Training & Labor Compliance,"October 10, 2024 9:00 AM (EDT)","October 10, 2024 6:00 PM (EDT)",QHR FMLA and Wage Compliance Team,1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Overdue,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000131183,"Training: Time, Leave & Wages",2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055763,"November 8, 2024 4:07 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,-,HI2-T22,Yes,Develop Training Content for Each Mandated Topic,In Progress,240:00,High,"""Training"",""HR"",""Development"",""Compliance"",""Project Management""","This task involves developing comprehensive training content for each mandated topic within the HR Implementation Plan. The HR Implementation Team, led by Cody Rice-Velasquez, is currently working on this task, which is critical and scheduled to start on January 10, 2024, and conclude by December 31, 2024. The task is marked as ""In Progress"" with no hours logged yet, indicating the need for focused efforts to ensure timely completion.",03. Mandated Training & Labor Compliance,"January 10, 2024 9:00 AM (EST)","December 31, 2024 6:00 PM (EST)",HR Implementation Team,92,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",In Progress,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000055671,"November 8, 2024 4:02 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000055300,HI2-T22,HI2-T62,No,"Training: Time, Leave & Wages",In Progress,08:00,High,"""Training"",""Time Management"",""Leave Policies"",""Wages Compliance"",""HR Implementation""","This task involves the development of training content for mandated topics related to Time, Leave, and Wages. It is currently in progress under the oversight of Cody Rice-Velasquez, with a scheduled completion date of July 10, 2024. The task is part of the HR Implementation Plan and is categorized as an independent task within the Audits project group.",03. Mandated Training & Labor Compliance,"July 10, 2024 9:00 AM (EDT)","July 10, 2024 6:00 PM (EDT)","QHR FMLA and Wage Compliance Team, Workers Comp and Safety Team",1,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,"Mandated Training (e.g., OSHA, Safety)",Overdue,,,,"January 11, 2024 12:00 AM (EST)","November 30, 2024 12:00 AM (EST)",HR Implementation Plan,2350689000000055671,Develop Training Content for Each Mandated Topic,2350689000000131000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,00:00,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055547/2350689000000131183,"August 26, 2024 8:42 PM (EDT)",-,-,-,-,-,-,-,-,-,-,-
2350689000000056000,-,HI2-T17,Yes,Hiring and Termination Processes and Procedures,In Progress,00:00,High,"""Hiring"",""Termination"",""HR Implementation"",""Job Descriptions"",""Templates"",""In Progress"",""Active""","This task involves developing comprehensive job descriptions and posting templates for the HR Implementation Plan. It is critical and currently in progress, with a due date of November 30, 2024. The task is managed by Cody Rice-Velasquez and relies on collaboration between the InnovaHire Team and the HR Implementation Team.","04. Performance, Attendance and Labor Laws (Payroll)","November 1, 2024","November 30, 2024","InnovaHire Team, HR Implementation Team",-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,Develop Job Descriptions and Posting Templates,-,,,,"November 8, 2024 12:00 AM (EST)","November 8, 2024 11:59 PM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055611/2350689000000055631,"November 8, 2024 4:01 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
2350689000000056000,-,HI2-T16,No,Create Policy,On Hold,00:00,Medium,"""Create Policy"",""InnovaHire Team"",""HR Implementation Plan"",""Job Descriptions"",""Job Postings"",""On Hold""","This task involves creating a comprehensive policy for the HR Implementation Plan, specifically focusing on developing job descriptions and posting templates. The task is currently on hold and is scheduled to start on November 1, 2024, with a due date of November 30, 2024. It is part of the Audits project group and is categorized as an independent task with no billable hours associated.","04. Performance, Attendance and Labor Laws (Payroll)","November 1, 2024","November 30, 2024",InnovaHire Team,-,0,Cody Rice-Velasquez,-,days,0:00,00:00,Billable,Develop Job Descriptions and Posting Templates,-,,,,"November 8, 2024 12:00 AM (EST)","November 8, 2024 11:59 PM (EST)",HR Implementation Plan,-,,2350689000000056000,Cody Rice-Velasquez,Audits,0:00,0:00,,0,hrs,Independent Tasks,,QU-5,Active,https://projects.zoho.com/portal/download/qhrpeople#task/2350689000000055067/2350689000000055611/2350689000000055623,"November 8, 2024 4:00 AM (EST)",-,-,-,-,-,-,-,-,-,-,-
